Company,Address,TIF ID,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items
Eric J Lindsay Insurance Inc,3708 W Roosevelt,T-095,Midwest,10/15/08,"$115,093.75 ","$57,546.88 ","Purchase vacant lot, stone & pave lot, fencing"
Ivory Cleaners,3857 W Roosevelt,T-095,Midwest,8/22/08,"$12,880.00 ","$6,440.00 ","Electrical, tuckpointing, shutters, sign, ceiling"
Geroge Zaremba & Virginia Silk,3404 W Lake,T-095,Midwest,5/7/08,"$100,283.00 ","$50,000.00 ","Roof, HVAC, electrical, garage door, bathroom"
Mr Floyd Bolden,3227 W Harrison,T-095,Midwest,5/21/07,"$75,000.00 ","$50,000.00 ",Complete Renovations
Hope 4 Us ,3920 W Roosevelt,T-095,Midwest,5/18/07,"$36,200.00 ","$9,500.00 ","Roof, windows, tuck pointing, awning, HVAC, remodel bathrooms, painting, electrical, kitchen"
Harold Story,3249 W Harrison,T-095,Midwest,9/27/06,"$100,000.00 ","$50,000.00 ","Water, plumbing, electrical, sign, door, roof, windows"
Creative Salon 1 Creative ,3946 W 16th,T-095,Midwest,9/25/06,$0.00 ,"$11,707.73 ",
POMA LLC,2834-36 W Roosevelt Rd,T-095,Midwest,8/21/06,"$100,000.00 ","$50,000.00 ",complete renovations
Creative Salon 1 Creative ,3946 W 16th,T-095,Midwest,8/17/06,"$23,700.00 ","$17,775.00 ",
Andre Tyus Tyus Salon,604 S Pulaski,T-095,Midwest,5/5/06,"$17,100.00 ","$12,825.00 ",Interior Build Out
Lawndale Medical,3600 W Roosevelt,T-095,Midwest,4/12/06,"$15,000.00 ","$5,717.85 ",gate fabrication & install
Lawndale Medical,3600 W Roosevelt,T-095,Midwest,10/14/05,"$35,192.00 ","$17,596.00 ",Fence
Ed Spiwak,3953 W Roosvelt,T-095,Midwest,10/14/05,"$103,000.00 ","$50,000.00 ","Roof, Office build-out, doorways, backporches"
Lawndale Medical,3600 W Roosevelt,T-095,Midwest,8/25/05,"$46,891.00 ","$23,445.50 ","Parking, Landscaping"
Creative Salon 1 Creative ,3946 W 16th,T-095,Midwest,8/23/05,"$67,500.00 ","$17,661.98 ","Floors, parking, storefront"
Kelly's Banquet Hall ,810 S Tripp,T-095,Midwest,5/23/05,"$100,000.00 ","$50,000.00 ",Complete Renovations
LaShaun Dumas,721 S Kedzie,T-095,Midwest,5/16/05,"$100,000.00 ","$50,000.00 ",Total Rehab
NJ Hot Dog Stand,745 S Kedzie,T-095,Midwest,5/17/04,"$89,200.00 ","$44,600.00 ",Complete REHAB
Genesis Beauty Salon,1300 S Springfield,T-095,Midwest,9/8/11,"$77,500.00 ","$38,750.00 ",Complete Renovation
Christopher Georgiades,4067 W Fifth,T-095,Midwest,10/11/11,"$147,200.00 ","$110,400.00 ","New glass block windows, lighting fixtures, flooring, steps, drywall, paint, new doors, locks, ceiling drywall, handrails, new bathroom, new ventilation system"
Lawndale Properties LLC,3437-47 W Madison,T-095,Midwest,10/11/11,"$12,050.00 ","$9,037.50 ",
Manuel Vavoulas,900-08 S California,T-095,Midwest,10/11/11,"$102,159.91 ","$76,619.93 ",complete rehab
Lawn Bowling Inc ,6750 S Pulaski Rd,T-098,63rd/Pulaski,9/21/10,"$7,295.00 ","$5,471.25 ",New fascia on side canopy
State Farm Insurance ,6601 S Pulaski Rd,T-098,63rd/Pulaski,6/7/10,"$17,345.60 ","$8,672.80 ","walls, ceiling, doors, storefront, flooring, plumbing, bathroom, awning, electrical, HVAC, tuckpointing, remove paneling,additional drywall, painting, stone sills, vestibule"
State Farm Insurance ,6601 S Pulaski Rd,T-098,63rd/Pulaski,6/7/10,"$93,807.51 ","$46,903.76 ","walls, ceiling, doors, storefront, flooring, plumbing, bathroom, awning, electrical, HVAC, tuckpointing, remove paneling,additional drywall, painting, stone sills, vestibule"
Maria Castillo,3958 W 55th,T-098,63rd/Pulaski,4/9/10,"$116,573.00 ","$29,143.25 ","Façade, interior build out, HVAC"
Lawn Bowling Inc ,6750 S Pulaski Rd,T-098,63rd/Pulaski,7/21/09,"$18,041.00 ","$9,020.50 ",parking lot paving
La Clinica ,5738 S Pulaski,T-098,63rd/Pulaski,5/6/08,"$38,122.65 ","$14,258.75 ","interior renovation, hvac, signage"
Constantinos Stavropoulos,6928 S Pulaksi,T-098,63rd/Pulaski,12/21/07,"$238,345.00 ","$50,000.00 ","HVAC, roof, parking lot, landscaping, storefront, façade, plumbing, electrical, signs, sidewalks, walls"
Automotive Painters Suppy Inc,3750 W 63rd ,T-098,63rd/Pulaski,12/10/07,"$84,213.00 ","$42,106.50 ","Electrical, façade, lighting, drywall, paint"
Three's Kompany Hair Design,6324 S Pulaski,T-098,63rd/Pulaski,9/21/07,"$34,112.00 ","$28,142.40 ","HVAC, floor, painting, awning, alarm"
Michael J Krepps DDS & Associates ,3806 W 63rd,T-098,63rd/Pulaski,6/28/07,"$69,047.00 ","$36,820.71 ",Complete Renovation
Karr Insurance Services ,5722 S Pulaski,T-098,63rd/Pulaski,6/14/07,"$70,831.53 ","$50,000.00 ",
Midway Ice Cream ,3958 W 58th PL,T-098,63rd/Pulaski,4/17/07,"$27,007.00 ","$13,761.50 ","Fencing, doors, roof, lighting,HVAC, floors"
Empire Cooler Service,940 W Chicago,T-104,River West,8/25/11,"$9,225.00 ","$4,612.50 ",
Empire Cooler Service,940 W Chicago,T-104,River West,6/24/11,"$68,930.40 ","$34,465.20 ","Replace Interior and Exterior Staircase Rehab Parking Lot Implement Energy Improvement Plan Replace Air Conditioner, Remodel Woman's Basement & Customer Main Floor Restoroom Install Large Sign on roof"
Emerald Smoke MMA & Fitness,711 W Grand,T-104,River West,3/29/11,"$162,024.80 ","$121,518.60 ","Inteior renovation: bathrooms, framing, electrical, plumbing, hvac, etc."
Empire Cooler Service,940 W Chicago,T-104,River West,9/14/11,"$78,155.40 ","$39,077.70 ","installation of new entry doors, construction of a new stairwell and stairwell renovation, bathroom renovation and installation of new fixtures, installation of new windows, resurfacing of existing asphalt parking lot, and installation of new energy efficient lighting"
Zberry Inc ,1368 1/2 E 53rd,T-105,53rd Street,6/3/11,"$91,353.00 ","$36,612.00 ","storefront, HVAC, electrical, plumbing, floor, signage, awning"
Zberry Inc ,1368 1/2 E 53rd,T-105,53rd Street,1/31/11,"$43,850.00 ","$32,887.50 ","storefront, HVAC, electrical, plumbing, floor, signage, awning"
Hyde Park Animal Clinic ,1363 E 53rd,T-105,53rd Street,6/30/10,"$5,536.14 ","$2,768.07 ","Interior renovation, cabinets, cages, etc"
Hyde Park Animal Clinic ,1363 E 53rd,T-105,53rd Street,6/30/10,"$281,319.43 ","$140,659.72 ","Interior renovation, cabinets, cages, etc"
Darryl & Fylynne Crawford Kimbark Coin Laundry 6,1218 E 53rd,T-105,53rd Street,4/8/10,"$74,310.00 ","$37,155.00 ","sign, HVAC, floor expansion, water heater"
Three Pillars Wellness Center,1516 E 53rd,T-105,53rd Street,2/20/09,"$12,850.00 ","$6,425.00 ","build out walls, remove walls, remove 3 doors, 1 new door, floor, lectrical, lighting, signage, windows"
Cedars Mediterranean Kitchen LLC,1206 E 53rd,T-105,53rd Street,12/10/08,"$92,200.00 ","$50,482.31 ","floor, sign, kitchen, door, security system, foyer, return air component for hood, walk-in freezer, broiler"
Darryl & Fylynne Crawford Kimbark Coin Laundry 6,1218 E 53rd,T-105,53rd Street,6/12/08,"$5,576.29 ","$2,788.15 ","sign, HVAC, floor expansion, water heater"
Flying Pan,1509 E 53rd,T-105,53rd Street,1/14/08,"$99,505.07 ","$49,752.54 ","lighting, windows, floor, buildout, demo, drywall, ceiling, bathroom,"
JGF Management,1312-16 E 53rd,T-105,53rd Street,9/25/07,"$62,500.00 ","$31,250.00 ","Roof, canopy, terra-cotta"
Farhad Nikamalfard,1358 N Western,T-108,Humboldt Park Commercial,7/18/11,"$13,618.45 ","$10,213.84 ",complete rehab
Farhad Nikamalfard,1358 N Western,T-108,Humboldt Park Commercial,5/13/11,"$41,661.49 ","$31,246.12 ",
Dr O'Malley Optical ,2649 W Division,T-108,Humboldt Park Commercial,5/14/10,"$2,000.00 ","$1,000.00 ","façade, tuckpointing, walls, plumbing, windows, signage, fence, lighting, bathroom, office buildout, security system"
Nancy Curran,1420 N Western,T-108,Humboldt Park Commercial,4/15/10,"$109,072.00 ","$53,967.00 ","tuckpointing, windows, parking lot, lighting"
Nancy Martinez,2606 W Divison,T-108,Humboldt Park Commercial,3/19/10,"$20,502.51 ","$10,251.26 ","Storefront, Tuckpointing, Flooring, HVAC, Electrical, Basement renovation"
Carmen Martinez,2725 W Division,T-108,Humboldt Park Commercial,11/24/09,"$72,000.00 ","$36,000.00 ","Roof, windows, storefront, façade, floor joists, deck, masonry"
Diana Lupez-Obaldo,2525 W Division,T-108,Humboldt Park Commercial,6/23/08,"$96,403.00 ","$50,000.00 ","Doors, windows, HVAC, electrical, plumbing, masonry, floors"
Coco Restaurant ,3755 N Sacramento,T-108,Humboldt Park Commercial,4/25/08,"$94,500.00 ","$37,028.00 ","roof, tuckpointing, demolition, new drywall, floor"
Landlord,2733 W Division,T-108,Humboldt Park Commercial,8/24/07,"$77,234.60 ","$38,617.30 ","Ceiling, façade, storefront,"
DSBDA Enrique Salgado,2649 W Division,T-108,Humboldt Park Commercial,7/27/07,"$100,000.00 ","$50,000.00 ",Complete Build-out
Boca Ad Agency ,2456 W Division,T-108,Humboldt Park Commercial,7/23/07,"$70,500.00 ","$50,000.00 ","Roof, façade, HVAC, bathroom, carpentry, floors"
Doris Photo Studio ,3221-23 W North,T-108,Humboldt Park Commercial,4/26/07,"$106,651.07 ","$43,439.99 ","Storefront, Masonry, Signage, Awning"
La Plena Restaurant,2617 W Division,T-108,Humboldt Park Commercial,3/5/07,"$42,500.00 ","$23,375.00 ","Front rehab, interior buildout, parking"
Café Colao,2638 W Division,T-108,Humboldt Park Commercial,10/13/06,"$21,495.74 ","$16,121.81 ","Oven, HVAC, Electric"
Mr Jose Mestey,2758 W North,T-108,Humboldt Park Commercial,2/21/06,"$70,000.00 ","$50,000.00 ","Storefront, sign, electrical, drywall, plumbing, gasline, floor"
Dance Academy,2725 S Division,T-108,Humboldt Park Commercial,4/22/05,"$24,200.00 ","$18,150.00 ","Floor, office buildout"
Architech's Inc ,2541 W Division,T-108,Humboldt Park,9/30/11,"$225,435.00 ","$79,542.15 ",Complete Renovation
Farhad Nikamalfard,1358 N Western,T-108,Humboldt Park,10/3/11,"$145,345.17 ","$109,008.88 ",complete rehab
Demera Ethiopian Restaurant,4801 N Broadway,T-109,Lawrence/Broadway,8/25/11,"$70,000.00 ","$24,000.00 ","bathrooms, floor, canopy, lighting, server station, basement remodel, kitchen, water heater"
Demera Ethiopian Restaurant,4801 N Broadway,T-109,Lawrence/Broadway,6/28/11,"$45,000.00 ","$33,750.00 ",
Apartment Vigilantes LLC,4707 N Broadway,T-109,Lawrence/Broadway,1/31/11,"$58,290.00 ","$48,089.00 ","office build-out, lighting, flooring, bathroom, wiring"
Total Therapy & Medical Center,4830-34 N Sheridan,T-109,Lawrence/Broadway,4/15/10,"$244,450.00 ","$122,225.00 ","roof, paving, gate, masonry, tuckpointing, signage, landscaping, HVAC, interior"
Calvin Duong,4437 N Broadway,T-110,Wilson Yard,5/28/09,"$176,000.00 ","$132,000.00 ","Tuck-pointing, roof, HVAC, windows"
Chi S Whang Style House,4661 N Broadway,T-110,Wilson Yard,8/22/08,"$21,060.00 ","$10,166.38 ","Removal of underground storage tank, investigation and closure of tank removal"
Manske Dieckman Thompson ,4619 N Broadway,T-110,Wilson Yard,5/2/08,"$92,787.81 ","$45,812.25 ","office buildout, bathroom, plumbing, lighting, new entry door, partitions, electrical, HVAC, signage"
Matt Denny Uptown Recording,4656 N Clifton,T-110,Wilson Yard,5/2/08,"$58,490.00 ","$29,245.00 ","Signage, Awning, Security Cameras, Tuckpointing, solar hot water heater"
Chi S Whang Style House,4661 N Broadway,T-110,Wilson Yard,3/17/08,"$13,000.00 ","$6,500.00 ",Roof
Than Tai Investments LLC,11316-20 S Michigan,T-113,Roseland/Michigan,6/2/11,"$137,500.00 ","$102,750.00 ","tuckpointing, windows, roof, HVAC, structure repair and replacement"
Bass Furniture,11431 S Michigan,T-113,Roseland/Michigan,5/4/10,"$144,950.00 ","$72,475.00 ","roof, tuckpointing, windows, and brick work"
Tom Sadowski & Paul Brunner,11813 S Michigan,T-113,Roseland/Michigan,2/20/09,"$28,416.47 ","$14,208.24 ","Stroefront, HVAC, Doors, floors, security bars?"
Roseland Auto ,11725-27 S Michigan,T-113,Roseland/Michigan,7/18/08,"$20,360.00 ","$9,500.00 ","Roof, tuck pointing, awnings, façade, paving parking lot, HVAC, drop ceiling, lighting, siding"
New Age Childrens Prep Academy ,10951 S Michigan,T-113,Roseland/Michigan,5/29/08,"$71,734.00 ","$39,453.70 ","Sprinkler system, plumbing"
Roseland Auto ,11725-27 S Michigan,T-113,Roseland/Michigan,5/16/08,"$23,000.00 ","$17,250.00 ","Roof, tuck pointing, awnings, façade, paving parking lot, HVAC, drop ceiling, lighting, siding"
Roseland Auto ,11725-27 S Michigan,T-113,Roseland/Michigan,2/6/08,"$31,000.00 ","$23,250.00 ","Roof,walls"
Lucious H Smith,239-243 W 119th,T-114,119th and Halsted,11/14/07,"$50,679.00 ","$25,339.50 ","Roof repair, plumbing, electrical, bathrooms, windows"
Jackie Smith,645-49 W 119th St,T-114,119th and Halsted,10/2/07,"$233,800.00 ","$50,000.00 ",complete renovations
Harry Cannon,700-04 W 119th,T-114,119th and Halsted,2/27/07,"$31,560.00 ","$23,670.00 ","roof repair, new door, ADA accessable, stair repair, floor repair, HVAC"
Bald Eagle Foods Inc,1640-48 W 115th,T-114,119th & I57,10/14/11,"$43,000.00 ","$32,250.00 ","parking lot, awnings, outdoor ID sign and reader board, fence, paint exterior, roof, barriers, interior, cameras, hvac, purchase adjacent land for parking and expansion"
Chicago-Springfield Accounting Service LLC,3848 W Chicago,T-115,Chicago/Central Park,8/25/11,"$35,300.00 ","$26,475.00 ","façade repair, new roof, heating systems, bathrom, plumbing system, interior walls, electrical improvements, new ceiling, back porch/storage area"
Franklin Williams Enterprises Inc,3716 W Chicago,T-115,Chicago/Central Park,5/11/11,"$82,811.00 ","$61,875.00 ",
Chicago-Springfield Accounting Service LLC,3848 W Chicago,T-115,Chicago/Central Park,5/11/11,"$20,900.00 ","$15,675.00 ",
Jero Medical Equipment & Supplies,4108 W Division,T-115,Chicago/Central Park,8/17/10,"$190,708.86 ","$28,768.43 ",Complete Renovation
T H Ink,3722 W Chicago,T-115,Chicago/Central Park,7/6/10,"$46,998.27 ","$35,248.70 ","Roof, floor, lghting, façade, bathroom, window, sinage, plumbing, ceiling"
Jero Medical Equipment & Supplies,4108 W Division,T-115,Chicago/Central Park,4/30/10,"$68,055.96 ","$34,027.98 ",Complete Renovation
Jero Medical Equipment & Supplies,4108 W Division,T-115,Chicago/Central Park,1/4/10,"$174,407.18 ","$87,203.59 ","masonry, concrete, HVAC, electrical, carpentry, plumbing"
Frank Williams Enterprises,3701-3707 & 3709 W Chicago Ave 746 N Lawndale,T-115,Chicago/Central Park,7/22/09,"$51,119.00 ","$25,559.50 ","4 Rubber roofs, 3 gutters, 3 floors, 2 capping windows, & tuckpointing"
Franklin Williams Enterprises Inc,3716 W Chicago,T-115,Chicago/Central Park,7/22/09,"$10,000.00 ","$5,000.00 ","Rubber roofs, gutters, floors, capping windows"
Chicago-Springfield Accounting Service LLC,3848 W Chicago,T-115,Chicago Central Park,9/2/11,"$56,200.00 ","$42,150.00 ","façade repair, new roof, heating systems, bathrom, plumbing system, interior walls, electrical improvements, new ceiling, back porch/storage area"
Imperial Lighting Maintenance Co,4555 N Elston,T-116,Lawrence/Pulaski,10/29/10,"$53,203.00 ","$26,601.50 ",Install New Heating and Air Conditioning System
Kyu Ok Yo,4821 N Pulaski Rd,T-116,Lawrence/Pulaski,5/30/09,"$1,800.00 ",$990.00 ,Fence
Brian R Langowski DDS Ltd ,4445 N Elston,T-116,Lawrence/Pulaski,5/26/09,"$188,500.00 ","$86,900.00 ",Complete Renovation
Secure Eco Shred ,4455 N Elston,T-116,Lawrence/Pulaski,10/29/08,"$5,900.00 ","$2,950.00 ",awnings/signage
Ssyal Ginseng House ,4201-A W Lawrence,T-116,Lawrence/Pulaski,10/25/07,"$4,300.00 ","$3,547.50 ",signage
Nok Yong House ,4201 W Lawrence,T-116,Lawrence/Pulaski,6/19/07,"$15,000.00 ","$6,820.00 ","HVAC, paving, electrical, ceilings, floors"
Pro Autobody Shop ,4735 N Pulaski,T-116,Lawrence/Pulaski,1/8/07,"$37,970.00 ","$20,035.00 ","Roof, signage, doors, HVAC, electric, bathroom repair"
Bubbly Dynamics LLC,1400 W 46th,T-117,47th/Ashland,8/25/11,"$32,542.69 ","$24,407.02 ",Window replacement
Juan Martinez,4545 S Ashland,T-117,47th/Ashland,5/18/11,"$190,000.00 ","$150,000.00 ","façade, roof, masonry, electrical, plumbing, HVAC, windows, interior, skylights,"
Arturo's TV Service ,1742 W 47th,T-117,47th/Ashland,3/1/11,"$35,000.00 ","$26,250.00 ","awnings, roof"
Olympia Travel & Tax Services Inc,1904 W 47th,T-117,47th/Ashland,1/19/11,"$42,836.00 ","$32,127.00 ","parking lot paving, fence, roof, floors, walls, interior"
Crystal's Unisex ,1850 W 47th,T-117,47th/Ashland,12/28/10,"$30,000.00 ","$22,500.00 ","storefront, gutters, insulation, siding, windows, doors, stucco, roofing"
Bubbly Dynamics LLC,1400 W 46th,T-117,47th/Ashland,9/7/11,"$32,542.69 ","$24,407.02 ",
Jeremy Davenport,5048 S Indiana,T-118,47th/King,9/28/11,"$38,430.00 ","$28,822.50 ",Complete Renovation
Nail Works!,1738 W 119th,T-125,119th/I-57,12/17/09,"$90,000.00 ","$45,000.00 ","sign, flooring, lighting, plumbing, electrical, exhaust system, sprinkler system, security, water heater, carpentry, fire alarm, trims"
DAT Old Fashioned Donuts,8247-51 S Cottage Grove,T-127,87th/Cottage Grove,6/24/11,"$105,000.00 ","$78,750.00 ","landscaping, façade, parking lot, signage, awnings, flooring. Plumbing, electrical, security, hvac,"
Swing N Putt Youth Golf Foundation ,747-749 E 92nd,T-127,87th/Cottage Grove,3/29/11,"$9,285.00 ","$6,963.75 ",windows
LP'S Wash-O-Matic ,8923 S Cottage Grove,T-127,87th/Cottage Grove,7/9/10,"$2,500.00 ","$1,285.35 ",Plumbing
LP'S Wash-O-Matic ,8923 S Cottage Grove,T-127,87th/Cottage Grove,5/3/10,"$15,363.00 ","$11,522.25 ",install washers
LP'S Wash-O-Matic ,8923 S Cottage Grove,T-127,87th/Cottage Grove,3/15/10,"$20,000.00 ","$15,000.00 ","concrete work, carpentry"
LP'S Wash-O-Matic ,8923 S Cottage Grove,T-127,87th/Cottage Grove,2/25/10,"$28,800.00 ","$21,600.00 ","plumbing, electrical"
Chesterfield Tom Thumb Daycare,9214 S Cottage Grove,T-127,87th/Cottage Grove,7/16/09,"$4,100.00 ","$2,050.00 ",boiler
Clarence Hall,634-640 E 79th,T-127,87th/Cottage Grove,6/9/09,"$1,114,650.00 ","$100,000.00 ",Gut Rehab
Chesterfield Tom Thumb Daycare,9214 S Cottage Grove,T-127,87th/Cottage Grove,4/17/09,"$6,979.00 ","$3,489.50 ","awning with signage, sewer repair, steam boiler"
Ellana Designs Boutique ,7511 S Cottage Gr,T-127,87th/Cottage Grove,9/3/08,"$97,300.00 ","$72,975.00 ","Roofing, HVAC, lighting, stairs, drywall, electrical, remove pipes & Signage"
Chatham Business Center LLC ,753 E 79th,T-127,87th/Cottage Grove,4/24/08,"$39,746.00 ","$19,873.00 ","signs, awnings, replace bars on windows with rolling interior shutters"
Debra A Pernell Agency,9206 S Cottage Gr,T-127,87th/Cottage Grove,4/23/08,"$109,813.27 ","$50,000.00 ","brickwork - tuckpointing, furnace, electrical, plumbing, roof, new bath and kitchen"
Chesterfield Tom Thumb Daycare,9214 S Cottage Grove,T-127,87th Cottage Grove,11/2/11,"$6,300.00 ","$4,725.00 ",kitchen renovation
CLCET Inc,2938 E 91st ,T-128,Commercial Avenue,8/17/11,"$125,340.00 ","$72,255.00 ","Roof, tuckpointing"
CLCET Inc,2938 E 91st ,T-128,Commercial Avenue,7/18/11,"$53,660.00 ","$40,245.00 ",
Southside Health Food Inc,8949 S Commercial,T-128,Commercial Avenue,11/29/10,"$240,000.00 ","$17,000.00 ","storefront, tuckpointing, signage, drywall, ceiling, carpeting, fixtures and tile in bathroom"
Christy Family Partnership,3029 E 92nd,T-128,Commercial Avenue,9/22/09,"$49,579.00 ","$24,789.50 ","hvac, electrical, plumbing, interior renovation, ,floor, façade"
CLCET Inc,2938 E 91st ,T-128,Commercial Avenue,5/26/09,"$50,000.00 ","$37,500.00 ",BOILER
Chung Mickey Figura,8702 S Commercial,T-128,Commercial Avenue,11/25/08,"$165,096.00 ","$123,822.00 ","hvac, electrical, plumbing, interior renovation, ,floor, façade/storefront"
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,6/14/11,"$3,841.00 ","$2,880.75 ",sewer cleanout plumbing
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,4/13/11,"$2,000.00 ","$1,500.00 ",
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,8/18/10,"$1,997.00 ",$998.50 ,"brick work, windows, doors,"
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,3/18/10,"$32,250.00 ","$16,125.00 ","plumbing, limestone"
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,5/11/09,"$26,404.00 ","$13,202.00 ","storefront, security system"
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,3/12/09,"$44,685.00 ","$22,342.50 ",Roof
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,9/25/08,"$13,555.00 ","$6,777.50 ",plumbing
Pratt Beach Apartments LLC,6760 N Sheridan Rd,T-134,Devon/Sheridan,2/5/08,"$21,960.00 ","$10,980.00 ",steam boiler
Urban Pooch Canine Life Center,4501 N Ravenswood,T-139,Ravenswood Corridor,5/13/11,"$231,169.00 ","$94,000.00 ",Build-out of doggie daycare and training fac.
Jane Adams Delta Development,4410 N Ravenswood,T-139,Ravenswood Corridor,4/29/11,"$7,450.00 ","$5,587.50 ",Replacing chain link fence with wrought iron
Ravenswood Center LLC ,4255 N Honore,T-139,Ravenswood Corridor,3/29/11,"$302,854.37 ","$50,000.00 ",Complete gut rehab
Robbins Management LLC,4401 N Ravenswood,T-139,Ravenswood Corridor,1/7/11,"$60,700.00 ","$30,350.00 ",Windows
Beyond Design Inc,4521 N Ravenswood,T-139,Ravenswood Corridor,12/22/10,"$42,235.07 ","$21,117.54 ",Landscaping/Lighting
City Provisions LLC,1820 W Wilson,T-139,Ravenswood Corridor,9/29/10,"$135,105.00 ","$101,328.75 ",build-out of deli
Chicago Picture Frame Moulding,4428 N Ravenswood,T-139,Ravenswood Corridor,8/16/10,"$8,700.00 ","$6,997.50 ","door, demo walls, lighting, floor, window"
Mia Tavola LLC ,4229 N Ravenswood,T-139,Ravenswood Corridor,7/23/09,"$19,053.29 ","$14,289.97 ","build-out, HVAC"
Ravenswood Center LLC ,4255 N Honore,T-139,Ravenswood Corridor,7/7/09,"$1,424,960.00 ","$100,000.00 ",Complete gut rehab
Wayne Tumminello Illinois Engraving & Mfg,4530 N Ravenswood,T-139,Ravenswood Corridor,4/4/09,"$28,575.00 ","$19,964.55 ",HVAC
Bright Endeavors ,4229 N Ravenswood,T-139,Ravenswood Corridor,10/14/08,"$7,590.00 ","$3,795.00 ","Plumbing, capentry, electrical work, fix stairs, drywall, window trimmings, HVAC"
Schulhof Co ,4701-35 N Ravenswood,T-139,Ravenswood Corridor,7/29/08,"$515,679.00 ","$150,000.00 ","Complete office renovation, upgrade loading docks, new overhead truck entrance"
Illinois Engraving & Mfg,4530 N Ravenswood,T-139,Ravenswood Corridor,3/12/08,"$22,071.00 ","$16,553.25 ",Roof
Beyond Design Inc,4521 N Ravenswood,T-139,Ravenswood Corridor,1/16/08,"$204,955.36 ","$50,000.00 ","hardscape, landscape, lighting, water service"
Lorna's Laces ,4229 N Honore,T-139,Ravenswood Corridor,12/7/07,"$11,600.00 ","$6,380.00 ",HVAC
Jane Adams Delta Development,4432 N Ravenswood,T-139,Ravenswood,9/27/11,"$9,353.00 ","$7,014.75 ",Replacing chain link fence with wrought iron
Law Offices of McCready,10008 S Western,T-142,Western Avenue/Rock Island,8/25/11,"$5,420.00 ","$2,710.00 ","roof, parking lot, window, doors, insulation, signage, fence"
Harvest Christian Bookstore,10600 S Western,T-142,Western Avenue/Rock Island,3/30/11,"$49,226.24 ","$24,613.12 ","storefront, awning, ADA ramp, parking lot, fence, landscaping, windows, stairs, signage,"
Law Offices of McCready,10008 S Western,T-142,Western Avenue/Rock Island,2/23/11,"$19,150.63 ","$9,575.32 ","roof, parking lot, window, doors, insulation, signage, fence"
Harvest Christian Bookstore,10600 S Western,T-142,Western Avenue/Rock Island,9/29/10,"$66,858.09 ","$33,429.05 ","storefront, awning, ADA ramp, parking lot, fence, landscaping, windows, stairs, signage,"
Law Offices of McCready,10008 S Western,T-142,Western Rock Island,9/14/11,"$24,570.63 ","$12,285.32 ","roof, parking lot, window, doors, insulation, signage, fence"
Chgo Coast True Value,6942-44 N Western,T-146,Touhy/Western,3/29/11,"$49,500.00 ","$27,225.00 ","masonry, lintels, landscaping, parking lot paving, stairs, signage, enclose dumpster"
Kesher Stam Inc,2817 W Touhy,T-146,Touhy/Western,10/28/10,"$149,391.80 ","$74,695.90 ","build out,"
Dayton Auto Rebuilders Inc,6843 W 60th PL,T-148,Harlem Industrial Park Conservation Area,8/22/11,"$69,669.24 ","$32,222.85 ",roof
DA Amato LLC,6853-55 W 60th PL,T-148,Harlem Industrial Park Conservation Area,7/15/11,"$74,753.75 ","$47,737.80 ",roof
Frank A Edmunds & Co Inc,6111 S Sayre,T-148,Harlem Industrial Park Conservation Area,2/10/11,"$16,244.00 ","$8,122.00 ","new windows, doors, tuckpointing"
Brad's Sales Company,6135 S Nottingham ,T-148,Harlem Industrial Park Conservation Area,1/6/11,"$147,200.00 ","$73,600.00 ","parking lot paving, iron fencing, installtion of catch basins, planting trees and bushes"
Bozena Hadou,4255 & 4257 W Armitage,T-151,Armitage/Pulaski,7/15/11,"$77,229.50 ","$57,922.13 ","interior rehab, HVAC"
Bozena Hadou,4255 & 4257 W Armitage,T-151,Armitage/Pulaski,3/29/11,"$55,638.85 ","$41,729.14 ","Purchase of adjacent lot, sub floor rehab, iron fence"
Café Internet Latino Inc,4101 W Armitage,T-151,Armitage/Pulaski,10/11/11,"$20,000.00 ","$15,000.00 ",Interior renovations/façade
Justin Blair & Company,4500 W 31st,T-152,Little Village,10/11/11,"$118,548.00 ","$59,274.00 ","interior remodel/renovation of office space, buildout, ceiling, lighting, carpet, bathroom, ada update, electrical, drywall"
Forest Glen Animal Hospital,5324 N Elston,T-153,Elston/Armstrong Industrial Corridor,7/5/11,"$21,171.00 ","$15,878.25 ","roof, fence"
ABC Business Forms,5654 N Elston,T-153,Elston/Armstrong Industrial Corridor,6/24/11,"$5,300.00 ","$2,650.00 ","roof, windows, signage, roof, tuckpointing, paint doors, storefront"
ABC Business Forms,5654 N Elston,T-153,Elston/Armstrong Industrial Corridor,5/6/11,"$7,451.00 ","$3,725.50 ",
ABC Business Forms,5654 N Elston,T-153,Elston/Armstrong Industrial Corridor,4/18/11,"$11,718.00 ","$5,859.00 ","roof, windows, signage, roof, tuckpointing, paint doors, storefront"
